transaction_id,customer_id,merchant_id,amount,transaction_hour,transaction_day,payment_method,location,device_type
TXN105125,C1468,M564,4200.53,16,8,Credit Card,Kolkata,POS Terminal
TXN105126,C1311,M545,1869.43,23,2,Credit Card,Kolkata,Android
TXN105127,C1195,M517,3979.49,22,9,Credit Card,Kolkata,iOS
TXN105128,C1350,M512,1181.79,14,6,Debit Card,Ahmedabad,Android
TXN105129,C1043,M524,3179.66,8,19,UPI,Chennai,Android
TXN105130,C1414,M507,3456.83,14,1,UPI,Kolkata,iOS
TXN105131,C1185,M573,1980.24,14,25,Debit Card,Hyderabad,Android
TXN105132,C1342,M531,3558.32,11,19,Net Banking,Delhi,Web
TXN105133,C1245,M516,1271.85,14,1,Debit Card,Pune,Android
TXN105134,C1436,M578,4764.7,21,21,UPI,Chennai,Android
TXN105135,C1083,M578,3075.0,15,24,Credit Card,Ahmedabad,Web
TXN105136,C1206,M547,582.25,23,13,Net Banking,Kolkata,POS Terminal
TXN105137,C1150,M562,987.29,19,29,Credit Card,Mumbai,iOS
TXN105138,C1155,M539,4301.8,19,30,Debit Card,Mumbai,iOS
TXN105139,C1015,M514,3493.43,7,7,Debit Card,Chennai,Web
TXN105140,C1164,M505,2307.17,18,21,Debit Card,Mumbai,Android
TXN105141,C1404,M562,2412.61,10,30,Net Banking,Bengaluru,Web
TXN105142,C1462,M507,3037.05,15,13,Debit Card,Mumbai,iOS
TXN105143,C1144,M531,3196.84,9,18,UPI,Pune,iOS
TXN105144,C1497,M544,49138.63,4,2,Net Banking,Bengaluru,POS Terminal
TXN105145,C1036,M551,2173.43,19,3,UPI,Mumbai,Android
TXN105146,C1332,M578,2467.01,17,6,Debit Card,Hyderabad,Web
TXN105147,C1402,M512,3187.43,13,28,UPI,Delhi,Android
TXN105148,C1413,M523,4037.54,17,13,Credit Card,Pune,iOS
TXN105149,C1044,M539,2532.23,13,20,Credit Card,Pune,iOS
TXN105150,C1401,M513,781.26,15,28,Debit Card,Mumbai,Android
TXN105151,C1205,M574,4798.63,16,29,Credit Card,Bengaluru,Android
TXN105152,C1061,M569,3105.85,12,9,Debit Card,Hyderabad,iOS
TXN105153,C1419,M561,2530.27,12,3,UPI,Kolkata,Web
TXN105154,C1355,M560,2034.38,18,22,Net Banking,Mumbai,iOS
TXN105155,C1467,M500,1729.54,14,15,Debit Card,Kolkata,Android
TXN105156,C1307,M565,5270.53,17,4,Credit Card,Bengaluru,Web
TXN105157,C1018,M531,7021.16,22,17,Net Banking,Delhi,POS Terminal
TXN105158,C1364,M512,1368.83,23,17,Debit Card,Chennai,Android
TXN105159,C1299,M532,1238.37,17,13,Net Banking,Ahmedabad,Android
TXN105160,C1006,M531,1952.2,11,27,UPI,Chennai,POS Terminal
TXN105161,C1248,M555,3026.45,13,29,UPI,Chennai,POS Terminal
TXN105162,C1427,M523,4477.61,11,11,Net Banking,Pune,Web
TXN105163,C1116,M503,1699.58,18,29,Debit Card,Pune,iOS
TXN105164,C1067,M522,519.68,11,8,Net Banking,Ahmedabad,POS Terminal
TXN105165,C1033,M528,932.86,11,3,Credit Card,Pune,Android
TXN105166,C1193,M520,1689.28,18,18,Debit Card,Ahmedabad,Android
TXN105167,C1324,M529,1652.36,15,1,Net Banking,Mumbai,iOS
TXN105168,C1054,M519,392.62,15,8,Debit Card,Mumbai,iOS
TXN105169,C1265,M515,4355.19,18,30,Credit Card,Bengaluru,Web
TXN105170,C1479,M566,1674.04,15,9,Debit Card,Delhi,iOS
TXN105171,C1041,M548,4278.6,18,17,Net Banking,Delhi,iOS
TXN105172,C1296,M557,636.78,19,8,Net Banking,Pune,Android
TXN105173,C1460,M543,1770.39,16,11,Net Banking,Chennai,Android
TXN105174,C1230,M524,1205.04,12,1,UPI,Pune,iOS
TXN105175,C1452,M522,37547.6,3,26,UPI,Pune,Web
TXN105176,C1377,M558,3045.79,17,2,Credit Card,Chennai,POS Terminal
TXN105177,C1393,M500,2390.7,12,15,UPI,Delhi,POS Terminal
TXN105178,C1009,M514,1639.56,19,28,UPI,Mumbai,Web
TXN105179,C1357,M551,3214.72,14,17,Credit Card,Pune,Android
TXN105180,C1474,M557,3894.63,13,29,Debit Card,Pune,POS Terminal
TXN105181,C1443,M540,84979.9,4,15,Debit Card,Delhi,Web
TXN105182,C1127,M543,5103.61,11,29,Credit Card,Pune,POS Terminal
TXN105183,C1178,M503,1657.51,10,29,Credit Card,Bengaluru,Web
TXN105184,C1404,M576,2191.43,11,30,Net Banking,Bengaluru,Android
TXN105185,C1391,M567,2152.16,18,18,Debit Card,Bengaluru,iOS
TXN105186,C1192,M506,6241.18,10,12,UPI,Kolkata,iOS
TXN105187,C1091,M545,2359.06,12,14,Net Banking,Hyderabad,Android
TXN105188,C1368,M508,3141.79,11,12,Debit Card,Delhi,Android
TXN105189,C1230,M532,1484.6,8,2,UPI,Pune,Android
TXN105190,C1077,M532,2375.91,10,28,UPI,Pune,iOS
TXN105191,C1084,M503,2966.68,14,21,Credit Card,Mumbai,Web
TXN105192,C1029,M564,2292.85,14,29,UPI,Ahmedabad,iOS
TXN105193,C1212,M533,2243.74,21,26,Credit Card,Hyderabad,iOS
TXN105194,C1048,M578,1883.05,14,29,UPI,Kolkata,Android
TXN105195,C1264,M563,1728.71,15,16,Debit Card,Pune,Web
TXN105196,C1144,M524,4130.58,17,19,UPI,Pune,POS Terminal
TXN105197,C1068,M554,1998.01,10,29,Debit Card,Bengaluru,iOS
TXN105198,C1057,M508,6559.97,12,1,Credit Card,Pune,Web
TXN105199,C1184,M516,5219.54,16,26,Net Banking,Bengaluru,POS Terminal
TXN105200,C1061,M520,3500.28,8,2,Credit Card,Ahmedabad,Web
TXN105201,C1478,M559,2886.39,13,12,Net Banking,Hyderabad,Android
TXN105202,C1307,M512,4784.61,15,4,UPI,Bengaluru,Web
TXN105203,C1444,M502,2644.81,17,7,Debit Card,Ahmedabad,iOS
TXN105204,C1295,M567,1763.91,14,28,UPI,Pune,POS Terminal
TXN105205,C1165,M503,883.64,15,17,Credit Card,Hyderabad,POS Terminal
TXN105206,C1170,M506,2604.59,10,5,Debit Card,Pune,POS Terminal
TXN105207,C1062,M525,2154.8,20,2,Credit Card,Kolkata,Web
TXN105208,C1146,M574,586.13,19,13,Net Banking,Mumbai,POS Terminal
TXN105209,C1483,M523,1592.63,15,28,Credit Card,Delhi,POS Terminal
TXN105210,C1305,M509,2668.6,10,8,UPI,Hyderabad,Android
TXN105211,C1160,M512,2147.69,14,18,UPI,Chennai,iOS
TXN105212,C1140,M543,5670.8,18,4,UPI,Ahmedabad,POS Terminal
TXN105213,C1333,M538,810.22,12,6,Net Banking,Ahmedabad,Web
TXN105214,C1096,M518,1963.87,18,9,UPI,Bengaluru,iOS
TXN105215,C1445,M550,3331.12,11,10,Credit Card,Kolkata,POS Terminal
TXN105216,C1220,M518,3007.14,17,4,Net Banking,Kolkata,iOS
TXN105217,C1042,M575,3696.74,8,4,Credit Card,Delhi,POS Terminal
TXN105218,C1432,M551,3908.31,11,7,Debit Card,Bengaluru,POS Terminal
TXN105219,C1291,M546,3408.24,14,14,UPI,Delhi,POS Terminal
TXN105220,C1377,M529,3054.12,7,12,Debit Card,Chennai,Android
TXN105221,C1107,M545,3067.08,7,15,UPI,Chennai,iOS
TXN105222,C1265,M575,4350.59,22,17,Net Banking,Delhi,Android
TXN105223,C1094,M520,2988.78,12,21,Net Banking,Delhi,Android
TXN105224,C1261,M574,2718.97,16,21,Debit Card,Chennai,Web
TXN105225,C1312,M547,1029.87,19,13,Debit Card,Mumbai,POS Terminal
TXN105226,C1384,M561,1717.23,14,1,UPI,Mumbai,Android
TXN105227,C1070,M557,3480.26,12,22,Net Banking,Ahmedabad,Web
TXN105228,C1441,M517,1253.78,13,13,UPI,Delhi,iOS
TXN105229,C1218,M558,1011.69,9,16,Credit Card,Pune,iOS
TXN105230,C1020,M547,2176.31,9,13,Credit Card,Pune,Android
TXN105231,C1091,M562,2037.24,18,9,UPI,Hyderabad,Web
TXN105232,C1126,M511,1661.97,15,23,UPI,Delhi,POS Terminal
TXN105233,C1079,M533,3378.42,18,18,UPI,Hyderabad,iOS
TXN105234,C1311,M560,1146.31,14,16,UPI,Kolkata,Web
TXN105235,C1237,M552,1127.45,17,20,Debit Card,Pune,iOS
TXN105236,C1470,M524,2744.56,19,12,Debit Card,Pune,POS Terminal
TXN105237,C1371,M561,1502.51,19,8,Debit Card,Pune,Web
TXN105238,C1403,M503,1436.19,11,1,Debit Card,Mumbai,POS Terminal
TXN105239,C1485,M512,59137.4,3,13,Credit Card,Hyderabad,Android
TXN105240,C1181,M541,2996.17,7,22,UPI,Ahmedabad,POS Terminal
TXN105241,C1024,M548,35472.63,3,19,Debit Card,Kolkata,iOS
TXN105242,C1155,M577,99391.44,3,13,Debit Card,Pune,Android
TXN105243,C1004,M555,2035.77,16,3,Net Banking,Mumbai,POS Terminal
TXN105244,C1119,M546,3838.62,12,28,Net Banking,Ahmedabad,Android
TXN105245,C1276,M507,1722.29,14,30,UPI,Mumbai,POS Terminal
TXN105246,C1017,M554,1617.93,17,1,Debit Card,Pune,Web
TXN105247,C1430,M517,1041.23,11,14,Debit Card,Chennai,Android
TXN105248,C1197,M534,1434.74,12,24,Credit Card,Pune,POS Terminal
TXN105249,C1056,M531,2187.71,16,21,Debit Card,Pune,Android
TXN105250,C1092,M523,3447.29,19,1,UPI,Kolkata,POS Terminal
TXN105251,C1018,M506,5951.98,16,29,Net Banking,Ahmedabad,POS Terminal
TXN105252,C1383,M512,1154.56,9,5,Net Banking,Ahmedabad,Android
TXN105253,C1352,M568,3278.45,10,30,Debit Card,Mumbai,Android
TXN105254,C1192,M541,2590.42,19,5,Credit Card,Kolkata,Web
TXN105255,C1236,M530,3239.55,16,11,Credit Card,Ahmedabad,Web
TXN105256,C1386,M573,2668.37,23,25,UPI,Bengaluru,Android
TXN105257,C1425,M525,2562.81,8,28,Credit Card,Bengaluru,iOS
TXN105258,C1276,M575,1422.83,12,26,Debit Card,Mumbai,POS Terminal
TXN105259,C1226,M531,125500.58,3,19,UPI,Pune,Android
TXN105260,C1232,M551,3144.35,22,12,Debit Card,Pune,Android
TXN105261,C1039,M519,4911.24,17,25,UPI,Pune,POS Terminal
TXN105262,C1322,M539,416.39,23,8,Credit Card,Ahmedabad,iOS
TXN105263,C1152,M558,2710.6,13,10,Credit Card,Mumbai,iOS
TXN105264,C1126,M576,1687.83,18,18,Debit Card,Delhi,Android
TXN105265,C1236,M513,3696.2,18,9,Net Banking,Ahmedabad,Web
TXN105266,C1485,M543,2360.31,19,11,Credit Card,Kolkata,Web
TXN105267,C1492,M547,1403.04,11,30,Net Banking,Chennai,iOS
TXN105268,C1054,M542,317.88,18,30,Debit Card,Mumbai,POS Terminal
TXN105269,C1467,M515,1802.36,12,5,Credit Card,Kolkata,Android
TXN105270,C1435,M534,2734.87,8,24,Credit Card,Hyderabad,Android
TXN105271,C1171,M552,2092.88,8,13,Net Banking,Mumbai,Android
TXN105272,C1108,M533,1281.5,17,13,Debit Card,Delhi,POS Terminal
TXN105273,C1353,M502,2771.17,13,24,Net Banking,Kolkata,POS Terminal
TXN105274,C1468,M567,4120.69,20,4,Credit Card,Kolkata,Android
TXN105275,C1183,M504,809.31,19,17,UPI,Pune,Android
TXN105276,C1438,M509,1198.86,12,27,Credit Card,Mumbai,POS Terminal
TXN105277,C1367,M551,4628.89,15,14,Net Banking,Chennai,iOS
TXN105278,C1470,M528,2084.06,17,9,UPI,Pune,Web
TXN105279,C1197,M530,1627.32,15,22,Net Banking,Pune,iOS
TXN105280,C1370,M565,2708.82,16,2,UPI,Ahmedabad,iOS
TXN105281,C1372,M575,5326.68,14,4,UPI,Kolkata,Android
TXN105282,C1460,M568,2683.79,16,11,Net Banking,Chennai,iOS
TXN105283,C1496,M536,3612.67,18,10,Net Banking,Hyderabad,Android
TXN105284,C1086,M526,5365.42,17,5,UPI,Delhi,POS Terminal
TXN105285,C1200,M532,3765.03,13,16,UPI,Kolkata,iOS
TXN105286,C1336,M567,2113.69,9,6,Credit Card,Ahmedabad,Android
TXN105287,C1321,M558,863.65,11,5,Net Banking,Bengaluru,Web
TXN105288,C1274,M563,894.67,13,13,Credit Card,Mumbai,Android
TXN105289,C1210,M543,69778.53,2,9,Debit Card,Pune,Android
TXN105290,C1390,M548,2858.84,15,10,Net Banking,Mumbai,Web
TXN105291,C1117,M552,2009.39,7,27,Debit Card,Bengaluru,Android
TXN105292,C1190,M573,2379.7,11,2,Debit Card,Hyderabad,Android
TXN105293,C1041,M548,2193.23,9,15,Net Banking,Delhi,Web
TXN105294,C1041,M565,3761.91,15,27,Debit Card,Delhi,Android
TXN105295,C1314,M562,1554.74,16,12,UPI,Chennai,iOS
TXN105296,C1275,M524,2411.67,22,12,Credit Card,Kolkata,Android
TXN105297,C1328,M503,1112.05,14,3,UPI,Ahmedabad,iOS
TXN105298,C1016,M550,4801.26,10,26,Debit Card,Mumbai,Web
TXN105299,C1282,M510,3348.76,18,15,UPI,Kolkata,iOS
TXN105300,C1430,M516,1223.05,19,27,Net Banking,Chennai,Web
TXN105301,C1257,M565,1647.27,14,19,Debit Card,Delhi,Android
TXN105302,C1062,M569,2038.4,14,13,Net Banking,Mumbai,Android
TXN105303,C1061,M572,2819.69,13,3,Debit Card,Ahmedabad,Web
TXN105304,C1099,M568,2749.6,14,13,Debit Card,Kolkata,iOS
TXN105305,C1018,M528,8751.32,18,22,Net Banking,Chennai,iOS
TXN105306,C1016,M572,3888.1,9,24,Debit Card,Mumbai,iOS
TXN105307,C1324,M571,38380.3,2,5,Credit Card,Pune,iOS
TXN105308,C1422,M519,1073.04,13,11,Net Banking,Pune,Android
TXN105309,C1465,M526,2101.93,15,22,Debit Card,Kolkata,iOS
TXN105310,C1372,M507,4493.87,14,17,Credit Card,Kolkata,POS Terminal
TXN105311,C1245,M560,2318.91,23,26,Credit Card,Pune,Web
TXN105312,C1250,M527,2161.45,13,19,Debit Card,Kolkata,iOS
TXN105313,C1454,M569,2055.14,9,20,Credit Card,Hyderabad,Web
TXN105314,C1080,M502,861.17,11,27,Debit Card,Pune,Web
TXN105315,C1038,M568,3780.36,19,23,Debit Card,Chennai,Android
TXN105316,C1035,M572,2027.69,11,27,Debit Card,Hyderabad,Web
TXN105317,C1423,M506,3359.77,17,12,Debit Card,Delhi,iOS
TXN105318,C1428,M559,1707.46,6,29,Credit Card,Chennai,POS Terminal
TXN105319,C1387,M503,1621.74,11,5,UPI,Delhi,iOS
TXN105320,C1485,M504,2823.1,16,17,Net Banking,Kolkata,Android
TXN105321,C1408,M510,3141.51,15,19,UPI,Ahmedabad,iOS
TXN105322,C1196,M514,3929.15,14,11,Debit Card,Pune,Web
TXN105323,C1157,M563,4203.26,16,2,Debit Card,Hyderabad,POS Terminal
TXN105324,C1203,M512,1710.49,20,6,Debit Card,Delhi,iOS
TXN105325,C1195,M506,4255.85,9,21,UPI,Kolkata,Web
TXN105326,C1215,M505,3770.47,12,3,Net Banking,Delhi,iOS
TXN105327,C1284,M555,1107.32,11,15,UPI,Mumbai,POS Terminal
TXN105328,C1456,M563,8255.52,11,18,Net Banking,Chennai,iOS
TXN105329,C1195,M549,2887.1,12,17,Debit Card,Kolkata,iOS
TXN105330,C1306,M529,996.19,14,15,Credit Card,Bengaluru,Web
TXN105331,C1151,M521,2598.48,20,2,Credit Card,Bengaluru,POS Terminal
TXN105332,C1013,M524,2593.86,16,5,UPI,Bengaluru,Web
TXN105333,C1324,M527,1494.89,15,5,Credit Card,Mumbai,Android
TXN105334,C1145,M538,2622.76,17,9,Credit Card,Hyderabad,Web
TXN105335,C1425,M566,2195.68,15,6,Net Banking,Bengaluru,POS Terminal
TXN105336,C1056,M504,1903.42,15,19,Debit Card,Chennai,Web
TXN105337,C1210,M564,5871.62,11,10,Credit Card,Delhi,iOS
TXN105338,C1267,M514,2405.62,12,27,Debit Card,Chennai,POS Terminal
TXN105339,C1209,M566,6950.65,13,19,Debit Card,Bengaluru,POS Terminal
TXN105340,C1016,M539,4435.04,11,19,Debit Card,Mumbai,iOS
TXN105341,C1285,M568,3291.88,13,16,Debit Card,Mumbai,Android
TXN105342,C1343,M576,1843.05,13,12,Credit Card,Hyderabad,Android
TXN105343,C1202,M542,5339.65,16,24,UPI,Kolkata,Android
TXN105344,C1098,M500,2192.52,16,9,Credit Card,Bengaluru,iOS
TXN105345,C1278,M521,1613.06,10,3,UPI,Pune,Android
TXN105346,C1208,M561,1660.51,20,17,UPI,Bengaluru,iOS
TXN105347,C1128,M578,1017.11,11,30,Debit Card,Mumbai,POS Terminal
TXN105348,C1334,M525,2349.56,17,27,Credit Card,Hyderabad,iOS
TXN105349,C1287,M517,5775.05,19,24,Net Banking,Mumbai,Android
TXN105350,C1251,M547,4358.72,10,10,UPI,Bengaluru,Web
TXN105351,C1264,M508,1364.72,19,18,UPI,Pune,Android
TXN105352,C1270,M500,5972.08,23,7,Credit Card,Ahmedabad,POS Terminal
TXN105353,C1411,M508,2154.66,11,7,Net Banking,Hyderabad,POS Terminal
TXN105354,C1407,M522,1022.08,18,9,Net Banking,Pune,POS Terminal
TXN105355,C1187,M544,3349.06,15,16,UPI,Hyderabad,Android
TXN105356,C1418,M501,2073.49,18,24,Credit Card,Pune,iOS
TXN105357,C1213,M513,6231.01,17,11,Net Banking,Chennai,iOS
TXN105358,C1282,M537,2920.65,13,9,Debit Card,Kolkata,Web
TXN105359,C1210,M539,6335.49,18,1,Net Banking,Delhi,iOS
TXN105360,C1364,M562,2238.12,8,12,UPI,Chennai,Web
TXN105361,C1075,M515,3604.89,14,3,Debit Card,Mumbai,POS Terminal
TXN105362,C1147,M574,958.5,10,20,Net Banking,Kolkata,Web
TXN105363,C1320,M505,771.52,18,19,Net Banking,Chennai,Web
TXN105364,C1212,M502,2463.98,9,8,Net Banking,Hyderabad,Web
TXN105365,C1432,M513,4344.35,12,7,UPI,Bengaluru,Android
TXN105366,C1108,M565,1327.89,15,5,Debit Card,Delhi,POS Terminal
TXN105367,C1128,M574,25112.33,2,5,UPI,Bengaluru,Android
TXN105368,C1009,M566,2142.05,14,20,Net Banking,Bengaluru,POS Terminal
TXN105369,C1046,M530,830.9,22,5,Credit Card,Delhi,Android
TXN105370,C1378,M532,1117.04,18,12,Debit Card,Delhi,Android
TXN105371,C1314,M500,1355.59,14,21,Credit Card,Chennai,POS Terminal
TXN105372,C1095,M543,2802.68,12,20,UPI,Pune,POS Terminal
TXN105373,C1445,M514,3058.95,6,5,Debit Card,Kolkata,iOS
TXN105374,C1102,M536,8001.77,16,23,Debit Card,Ahmedabad,Web
TXN105375,C1379,M526,977.48,7,25,Net Banking,Bengaluru,POS Terminal
TXN105376,C1341,M547,47083.38,2,7,UPI,Hyderabad,iOS
TXN105377,C1145,M526,2348.76,20,1,Net Banking,Hyderabad,Android
TXN105378,C1367,M511,2795.19,11,25,Net Banking,Chennai,Web
TXN105379,C1429,M566,1953.61,14,19,UPI,Mumbai,Web
TXN105380,C1415,M529,893.13,22,2,Net Banking,Pune,iOS
TXN105381,C1026,M565,1236.55,7,12,UPI,Hyderabad,Android
TXN105382,C1219,M506,2672.68,17,10,Credit Card,Mumbai,POS Terminal
TXN105383,C1017,M533,927.89,15,25,Net Banking,Bengaluru,iOS
TXN105384,C1166,M531,1160.35,12,28,Debit Card,Hyderabad,Web
TXN105385,C1432,M538,3501.75,10,28,Debit Card,Bengaluru,Android
TXN105386,C1476,M542,1928.47,17,16,Credit Card,Chennai,Android
TXN105387,C1081,M542,1562.09,7,11,Debit Card,Hyderabad,iOS
TXN105388,C1427,M577,4327.39,14,18,Credit Card,Pune,iOS
TXN105389,C1071,M502,2406.29,16,30,Credit Card,Hyderabad,iOS
TXN105390,C1309,M545,6279.25,15,26,Net Banking,Mumbai,Android
TXN105391,C1478,M531,3931.54,16,29,UPI,Hyderabad,POS Terminal
TXN105392,C1253,M542,902.12,13,12,Credit Card,Hyderabad,POS Terminal
TXN105393,C1161,M502,3035.27,14,9,Debit Card,Pune,Web
TXN105394,C1326,M573,2998.95,20,21,Debit Card,Bengaluru,Android
TXN105395,C1419,M562,2602.17,6,22,UPI,Kolkata,POS Terminal
TXN105396,C1401,M539,841.39,17,7,Net Banking,Mumbai,Android
TXN105397,C1037,M517,1581.17,15,7,Debit Card,Chennai,Android
TXN105398,C1442,M566,1235.06,14,13,Net Banking,Kolkata,Android
TXN105399,C1392,M561,815.55,15,20,Credit Card,Pune,iOS
TXN105400,C1200,M509,3253.58,10,13,Debit Card,Kolkata,POS Terminal
TXN105401,C1493,M551,2161.43,10,20,Credit Card,Mumbai,iOS
TXN105402,C1199,M572,2024.27,11,28,Debit Card,Kolkata,Web
TXN105403,C1254,M545,3732.49,16,5,Debit Card,Chennai,Android
TXN105404,C1178,M554,2043.58,21,25,UPI,Bengaluru,Android
TXN105405,C1034,M545,1255.28,16,14,Credit Card,Kolkata,Web
TXN105406,C1081,M574,1594.09,13,16,UPI,Hyderabad,POS Terminal
TXN105407,C1388,M559,1741.8,17,13,UPI,Ahmedabad,Android
TXN105408,C1397,M525,5579.84,22,26,UPI,Bengaluru,Android
TXN105409,C1219,M526,3730.65,13,12,UPI,Bengaluru,POS Terminal
TXN105410,C1157,M537,5342.79,14,1,Net Banking,Hyderabad,Web
TXN105411,C1003,M521,884.81,13,8,Net Banking,Ahmedabad,Web
TXN105412,C1166,M525,1120.48,15,8,Net Banking,Hyderabad,POS Terminal
TXN105413,C1467,M568,1709.86,16,23,Credit Card,Kolkata,POS Terminal
TXN105414,C1447,M534,3352.72,20,22,Net Banking,Delhi,Web
TXN105415,C1408,M565,3517.74,16,27,Credit Card,Ahmedabad,Web
TXN105416,C1411,M572,2421.69,13,15,Debit Card,Hyderabad,Android
TXN105417,C1203,M550,1754.95,23,3,Net Banking,Ahmedabad,Web
TXN105418,C1193,M517,2309.85,9,29,Debit Card,Ahmedabad,Web
TXN105419,C1234,M542,1709.41,22,27,Net Banking,Bengaluru,iOS
TXN105420,C1205,M511,5186.73,13,8,UPI,Bengaluru,iOS
TXN105421,C1149,M502,3057.03,15,23,Net Banking,Kolkata,Web
TXN105422,C1158,M506,2384.42,12,24,Credit Card,Ahmedabad,POS Terminal
TXN105423,C1278,M505,1762.05,16,18,Debit Card,Pune,Web
TXN105424,C1303,M544,1910.75,15,24,UPI,Hyderabad,POS Terminal
TXN105425,C1403,M538,1701.16,14,29,Net Banking,Mumbai,iOS
TXN105426,C1380,M550,1522.92,19,7,UPI,Pune,POS Terminal
TXN105427,C1165,M508,1329.87,16,29,Debit Card,Hyderabad,Web
TXN105428,C1310,M522,2732.74,15,22,Credit Card,Delhi,iOS
TXN105429,C1067,M511,673.18,19,25,Net Banking,Ahmedabad,iOS
TXN105430,C1462,M561,3594.96,13,12,Debit Card,Mumbai,iOS
TXN105431,C1087,M572,2065.33,12,15,Debit Card,Bengaluru,Android
TXN105432,C1216,M576,2892.59,16,8,Credit Card,Hyderabad,iOS
TXN105433,C1000,M539,26471.24,2,29,Debit Card,Delhi,POS Terminal
TXN105434,C1134,M553,3070.0,15,16,UPI,Ahmedabad,POS Terminal
TXN105435,C1184,M506,6244.5,17,5,Net Banking,Bengaluru,Web
TXN105436,C1350,M516,2138.63,15,5,Debit Card,Bengaluru,Web
TXN105437,C1139,M549,877.64,17,9,Net Banking,Ahmedabad,iOS
TXN105438,C1105,M523,1545.93,18,13,Net Banking,Delhi,Android
TXN105439,C1132,M501,5150.05,21,30,Credit Card,Mumbai,Web
TXN105440,C1107,M532,2762.48,18,15,Net Banking,Chennai,POS Terminal
TXN105441,C1177,M520,5477.31,17,8,Credit Card,Hyderabad,POS Terminal
TXN105442,C1297,M573,4996.12,19,12,Debit Card,Kolkata,iOS
TXN105443,C1357,M552,1859.49,12,20,Debit Card,Chennai,Web
TXN105444,C1379,M545,1521.46,6,29,Debit Card,Bengaluru,POS Terminal
TXN105445,C1395,M544,2139.76,11,9,Net Banking,Mumbai,iOS
TXN105446,C1358,M508,83490.55,2,27,Net Banking,Kolkata,Web
TXN105447,C1145,M505,2273.7,7,15,UPI,Delhi,Android
TXN105448,C1449,M550,4758.87,15,15,Net Banking,Chennai,Android
TXN105449,C1073,M534,1641.73,18,13,Credit Card,Bengaluru,Android
TXN105450,C1462,M552,2797.33,11,15,UPI,Mumbai,Android
TXN105451,C1477,M518,1005.01,11,22,Net Banking,Ahmedabad,Web
TXN105452,C1107,M568,3380.06,7,5,UPI,Chennai,Web
TXN105453,C1121,M524,3289.62,17,10,Net Banking,Mumbai,Android
TXN105454,C1016,M510,3398.88,15,23,Net Banking,Mumbai,POS Terminal
TXN105455,C1195,M573,5072.04,12,30,UPI,Kolkata,Web
TXN105456,C1326,M516,4544.74,20,25,Credit Card,Chennai,iOS
TXN105457,C1317,M535,1639.59,20,12,Credit Card,Mumbai,POS Terminal
TXN105458,C1296,M520,1204.15,13,17,Net Banking,Pune,POS Terminal
TXN105459,C1478,M517,2394.57,18,9,UPI,Hyderabad,POS Terminal
TXN105460,C1498,M559,1652.57,11,29,Credit Card,Kolkata,Android
TXN105461,C1251,M517,4554.93,10,26,Credit Card,Bengaluru,POS Terminal
TXN105462,C1486,M500,4350.44,19,5,Credit Card,Bengaluru,Web
TXN105463,C1118,M513,2284.13,19,9,Debit Card,Pune,POS Terminal
TXN105464,C1161,M507,5576.23,16,5,Credit Card,Pune,POS Terminal
TXN105465,C1197,M565,1209.71,23,23,Net Banking,Pune,iOS
TXN105466,C1497,M550,2722.22,21,14,Net Banking,Chennai,iOS
TXN105467,C1485,M578,3296.69,16,7,Credit Card,Kolkata,Web
TXN105468,C1044,M559,1974.57,16,9,Credit Card,Pune,POS Terminal
TXN105469,C1313,M533,5036.48,12,12,UPI,Mumbai,Android
TXN105470,C1178,M535,1775.32,6,5,Debit Card,Bengaluru,iOS
TXN105471,C1381,M561,1779.61,17,7,Net Banking,Pune,Android
TXN105472,C1417,M500,3171.12,21,5,Debit Card,Bengaluru,Web
TXN105473,C1043,M541,2937.05,12,20,UPI,Chennai,Web
TXN105474,C1270,M500,7951.88,14,29,Credit Card,Hyderabad,POS Terminal
TXN105475,C1077,M553,3058.74,7,17,Credit Card,Pune,Web
TXN105476,C1325,M546,3325.48,16,11,Debit Card,Bengaluru,POS Terminal
TXN105477,C1177,M538,7745.27,15,5,Net Banking,Pune,Android
TXN105478,C1356,M529,1101.16,15,28,Credit Card,Mumbai,Android
TXN105479,C1497,M506,3929.9,21,4,Debit Card,Chennai,iOS
TXN105480,C1415,M521,1261.78,12,27,UPI,Pune,iOS
TXN105481,C1450,M549,4091.81,20,1,Debit Card,Chennai,POS Terminal
TXN105482,C1002,M544,2286.31,18,26,Debit Card,Kolkata,Android
TXN105483,C1213,M573,7439.17,12,1,Net Banking,Mumbai,Web
TXN105484,C1341,M571,1320.9,21,14,Debit Card,Ahmedabad,Android
TXN105485,C1073,M509,1474.2,11,21,Debit Card,Bengaluru,iOS
TXN105486,C1050,M513,5450.68,17,28,Debit Card,Delhi,Web
TXN105487,C1066,M545,2942.15,13,28,Net Banking,Ahmedabad,iOS
TXN105488,C1331,M574,1566.66,15,9,UPI,Chennai,Web
TXN105489,C1092,M505,4489.99,14,1,Net Banking,Kolkata,Android
TXN105490,C1175,M520,4985.42,14,8,Credit Card,Kolkata,iOS
TXN105491,C1144,M561,3440.74,13,13,Credit Card,Pune,Web
TXN105492,C1006,M518,1546.62,10,9,Debit Card,Chennai,iOS
TXN105493,C1268,M561,752.7,10,15,Credit Card,Delhi,Android
TXN105494,C1375,M552,1455.62,6,27,Net Banking,Delhi,iOS
TXN105495,C1321,M523,674.62,17,11,Debit Card,Bengaluru,iOS
